Emailing (geklickt);Emailing (geöffnet);SAP GP Nummer
1;1;16234677
0;1;16234971
0;1;18185968
0;0;18420271
0;0;18424913
0;0;18462882
0;0;18273101
0;0;16493461
0;1;18492121
0;1;16495311
1;1;16497785
0;1;16498446
0;0;18492892
0;0;18494331
0;1;18238601
0;1;16499491
0;1;16500627
0;1;16072818
0;1;18242966
0;1;18244341
0;0;17826889
0;1;17826991
0;1;17827430
0;1;16501357
0;0;16313610
0;0;16314807
0;0;16315047
0;1;16315351
0;0;16315527
0;1;16315609
0;0;16316072
0;1;16316813
0;0;16316830
0;0;16318070
0;1;16318429
1;1;16318598
0;0;16320739
0;1;16321887
0;1;16322616
1;1;16322925
0;1;16322959
0;1;16323557
0;1;16323956
0;1;16324918
0;0;16324972
0;0;16326721
0;0;16327133
0;1;16327202
0;0;16327722
0;1;16328157
0;1;16328521
0;0;16328823
0;0;16329085
0;1;16329396
0;0;16329974
0;0;17198783
0;1;17199473
0;0;17199819
1;1;16540460
0;0;17615088
0;0;17366325
0;1;17366441
0;1;17366571
0;0;16542956
0;1;16543015
0;0;17619275
0;0;17200763
0;1;17201141
0;0;17619963
0;1;17620808
0;0;17621027
0;1;17621906
0;0;17400480
0;0;16543526
0;0;16544425
0;1;16544994
0;1;16222434
1;1;16311310
0;1;16222614
0;0;16222634
0;1;16312172
0;0;16312490
1;1;16312573
0;0;16312777
0;1;16216815
0;1;16313493
0;0;16222733
0;1;16222884
0;0;16314223
0;0;16104259
0;1;16105128
0;0;16222895
0;0;17066493
0;0;17067103
1;1;17540071
0;1;17540364
0;1;17540636
0;1;17725750
0;0;18194971
0;1;17068512
0;0;17068872
0;1;17541239
0;1;17541240
0;1;17070383
0;1;17727742
0;1;18203094
1;1;16114017
0;1;18204723
0;1;17541486
0;0;18204896
0;1;18204897
0;0;18205436
0;0;18207617
0;1;17208743
0;1;17210334
0;1;17213463
1;1;17213465
1;1;18858992
0;1;18386897
0;1;18387209
0;1;18404209
0;0;18412212
0;0;18414722
0;1;18415962
0;1;18417011
0;0;18562681
0;1;18419098
0;0;18420651
0;1;16383897
0;0;16119050
0;0;16384172
0;1;16119900
0;1;16642043
1;1;16642153
1;1;16385820
0;0;16394351
0;0;16223897
1;1;16223971
0;1;16120002
0;1;16224041
0;0;16224111
1;1;16121757
0;0;15550684
0;1;16386489
0;0;16386516
0;0;16386742
0;0;16386803
0;0;16387365
0;1;16224241
0;0;16061942
1;1;16224554
0;1;16643420
0;0;16388235
0;0;16389144
0;1;16122135
0;1;16395654
0;1;16396155
0;1;15566971
0;0;16224863
0;1;16062466
0;1;16389205
0;1;16389716
0;1;16389897
0;0;16390100
1;1;16390180
0;0;16225468
1;1;16123059
0;1;16644423
0;1;16644438
0;1;16397050
1;1;18082878
0;1;18421654
0;0;18422719
0;1;17691291
0;0;18424721
0;1;17692434
0;0;16425724
0;1;16427798
0;1;16214517
0;0;16214837
0;1;16430526
0;0;16217562
0;0;16218037
1;1;16436747
0;1;16437566
0;1;16438275
0;1;18160953
0;0;18449179
0;1;18449606
0;1;18165416
0;1;18450324
0;1;18165550
0;0;18165980
1;1;18291030
0;0;18291213
0;0;18291251
0;0;18451929
0;1;18168950
0;0;18049010
0;0;17541118
0;0;17541418
0;0;18049903
1;1;17543639
0;0;17544654
0;1;17546245
1;1;17548005
0;1;17550011
0;1;18915054
0;0;18916196
0;1;18916237
0;0;18699344
0;1;17641753
0;1;18572978
0;1;18574475
0;1;18700490
0;0;18293465
1;1;18295098
1;1;17649924
0;1;18295303
0;0;17653686
0;0;16333032
0;0;18183977
0;0;16495405
0;1;16496093
0;1;16496254
0;1;17402393
0;1;16496682
0;1;16497506
0;0;16497555
0;0;16498334
0;1;17402800
0;0;16498972
0;0;17403035
0;1;16500740
0;0;17403299
0;1;16501327
1;1;17403487
0;0;17403499
0;0;16502452
0;1;16503187
0;1;17403685
0;1;16503391
0;1;16503840
0;0;16504045
0;1;16494758
1;1;16497001
0;0;16497946
0;1;16501032
0;1;18783373
1;1;17018002
0;1;17022899
1;1;16547115
0;0;16548078
0;1;16177632
0;0;16548082
0;0;16548390
0;1;16178109
0;0;16178169
0;0;18625194
1;1;16549871
0;0;16549900
1;1;16551367
1;1;16179252
0;1;16180048
0;1;18102765
0;1;16551960
0;0;16552041
0;0;16552215
0;1;16552374
1;1;16180062
0;1;16180493
0;0;16180572
0;0;18103602
0;0;16181080
0;1;16181287
0;1;17741388
0;0;17741493
0;0;17741881
0;0;17741908
0;1;17743164
0;1;15534497
0;0;15535204
0;1;15536953
0;0;17821101
0;1;15541280
0;1;18203124
0;1;17403835
0;0;15545352
0;1;17403864
0;1;17403874
0;1;18063575
0;0;16495567
0;1;16496150
0;1;18204114
0;1;18204497
0;1;16496335
0;0;16497311
1;1;17821622
0;1;16499455
0;1;16499803
0;1;16500462
0;1;16501535
0;1;16503060
0;0;16503282
0;1;17404235
0;1;16504058
0;1;16504271
0;0;16505329
0;1;18065107
0;0;18065303
0;1;18206017
0;0;16509485
0;1;16509744
0;0;16510737
0;0;16512186
0;1;16512718
0;0;16514519
0;1;16515255
0;1;16515958
0;1;16517037
0;1;16518310
0;1;17244047
0;1;16703947
1;1;16704579
0;0;17246625
1;1;16704726
0;1;16704772
0;0;16705199
0;1;16380862
0;1;16380941
1;1;16380971
1;1;16381098
0;1;16654822
0;1;16381515
0;1;16381666
0;0;16381773
0;1;16381887
0;1;17251305
0;1;16705890
0;1;16655007
0;1;16382609
0;1;16382780
0;1;17255526
0;0;18716772
0;0;18856552
0;0;18188685
1;1;18189847
0;0;18717388
0;0;18717968
0;1;18466291
0;1;18587876
0;1;18276003
0;1;18588528
0;1;16026203
1;1;17402528
0;1;16462155
0;0;16462584
0;1;16462615
0;1;16462961
0;1;17402851
0;0;16466863
0;1;16468463
0;1;16469753
0;1;16145313
1;1;17403709
0;0;17403923
0;1;17403956
0;1;17405380
0;1;17405970
0;0;16314571
0;1;16314846
0;0;16314953
1;1;16315184
0;1;16223248
0;0;16223289
0;1;16316168
0;1;16316354
1;1;16317387
0;1;16318095
0;1;17737329
0;0;17400169
0;1;17742102
1;1;17401207
0;1;18817083
0;1;18208417
0;1;18219343
0;0;18222547
0;1;18223689
1;1;18223867
0;1;17622230
0;1;17400670
0;0;16046282
0;1;17624097
0;0;17207714
1;1;17208109
0;1;16546879
0;0;17625958
1;1;16547832
0;1;17401010
0;0;16439338
0;1;16439945
0;1;17627855
0;1;16440544
1;1;17211866
0;1;16446365
0;1;17401277
1;1;16221614
0;1;16451586
0;0;16221932
0;1;18859050
0;0;16503442
0;1;16505716
0;1;16506094
0;1;18247168
0;1;18506676
0;1;17546888
0;1;16508542
0;1;18251880
0;1;17836206
0;1;16513708
0;0;18721327
0;1;18507842
0;0;18509120
0;1;16074459
0;1;18511728
0;0;17550074
0;1;17729822
0;1;17072477
0;1;17073132
0;1;17546057
0;0;17731325
0;0;17073638
0;0;17074739
1;1;16115240
0;1;16115437
0;1;16115761
0;1;17547272
0;0;17547762
0;0;17731912
0;0;17075137
0;1;17075856
0;0;17076135
0;0;18011861
0;1;17732295
0;1;17732426
0;1;17732434
0;1;18013246
0;0;18013713
0;1;17733653
1;1;16092005
1;1;16092681
1;1;16092940
1;1;18904834
0;0;18424385
0;1;18564452
0;1;18531899
0;0;18532978
0;0;16043820
0;0;16123925
1;1;16124370
1;1;16125185
1;1;16044561
0;0;16126770
0;1;16045121
0;1;16397688
0;1;16644683
0;0;16000655
0;1;16390335
0;0;16390532
0;0;16390935
0;1;16128026
0;1;16391205
0;1;16398782
0;0;16398988
0;1;16391289
0;1;16391778
0;1;16392468
0;0;16392485
1;1;16225920
0;0;16066283
0;1;16399931
0;0;16645744
0;1;17694401
0;1;16393325
0;1;16251109
0;1;16400126
0;0;16400969
1;1;16401216
0;1;16401343
0;0;16645929
0;1;18087415
1;1;16394717
0;1;18427498
0;0;16402382
0;1;18089093
0;1;16402582
0;0;16402716
0;1;18428909
1;1;16251466
0;1;16251677
1;1;17696627
0;0;17696811
0;1;16008702
0;1;17552260
0;1;18058864
0;0;17558308
0;1;17559645
1;1;17559700
0;1;17561315
0;0;18064492
1;1;18917120
0;1;18917434
0;0;18917837
0;1;18917968
1;1;18291844
0;1;18453832
0;1;18454853
0;0;18174542
1;1;18456434
1;1;18456499
1;1;16335527
0;1;16336531
0;1;16337311
0;1;16342740
0;0;16345061
0;0;16345378
0;0;16212166
0;1;16213044
0;0;16348120
0;1;16348787
0;0;16506253
0;0;16506731
0;0;16506982
0;1;17403958
0;1;17403989
0;0;17404135
0;0;17404196
0;1;17404203
0;0;18468455
0;0;16507966
0;1;16509131
0;1;18185158
1;1;16511476
0;1;16512302
0;0;18185774
0;0;17404348
1;1;17404398
0;0;17404857
0;0;16512818
0;1;16513177
0;0;17405044
0;1;16513905
0;1;17405224
0;1;16515693
0;0;16516153
0;1;17796646
0;1;17821852
0;0;18066682
0;1;18206434
0;0;17404589
0;1;17404595
0;0;17404614
0;1;17404620
0;1;17404900
0;1;17405054
0;0;18067449
0;1;18068109
0;0;18068586
0;1;18208819
0;1;17405142
0;1;15549733
0;1;15566877
0;1;16509799
1;1;16510775
0;0;17026884
1;1;18784400
0;0;18611875
0;1;16512306
0;1;16513718
0;0;16514964
0;0;18070519
0;1;18072717
0;0;16383776
0;1;16384038
0;0;16384121
0;0;16384241
0;0;16384322
0;1;16384597
0;0;16384750
0;0;15548021
0;0;15549748
0;0;17258660
1;1;17259331
0;1;15556803
0;0;15561276
0;0;16710100
0;0;16656056
0;0;16656311
0;1;17270622
0;1;18718817
1;1;18193760
0;1;18944865
0;0;16318703
0;1;16318711
0;1;16224328
0;0;16318908
0;0;16319168
0;0;16224609
0;1;16219390
0;1;16319526
0;0;16319774
0;1;16219842
0;0;16320383
0;1;16320531
0;1;16110938
0;1;16225214
0;1;16225302
0;1;16225466
0;1;16225648
0;0;16321038
0;0;16321077
0;1;16321111
0;1;16321875
0;0;16225745
0;0;16111784
0;0;16111940
0;0;16112319
0;1;16322190
0;1;16521398
0;0;16522701
0;0;16522732
0;1;16523071
0;1;16523574
0;1;16523886
0;1;16524849
0;1;16526148
0;0;16526255
0;0;16526713
0;1;16529485
0;1;16529685
0;0;16530136
1;1;16531499
1;1;16533278
0;0;16534274
0;1;16535004
0;0;16535715
0;1;16536225
0;1;16536507
0;0;16537291
0;1;16537889
0;1;16539210
0;0;16540071
0;0;16541569
1;1;16543005
0;0;16543286
0;1;16544447
0;1;16545615
0;0;16546028
0;0;16547333
0;1;16147597
0;1;16547523
0;1;16547548
0;1;16148919
0;0;16548031
0;1;17406251
0;1;17406790
0;0;16472251
0;0;16475819
0;1;17407781
0;0;16150410
0;1;16156007
0;0;16478813
0;1;16581249
0;0;16181748
0;1;17420375
0;0;17420420
0;1;17424211
1;1;16156204
0;0;16156206
0;1;16581620
0;0;16582417
0;0;16479706
1;1;16183203
0;1;16160236
0;1;16160274
0;1;16160565
0;1;16641742
0;0;16485593
0;0;16487385
0;1;16487954
0;0;16488332
0;0;17425762
0;1;16183970
0;1;16184176
0;1;16184213
0;1;16161896
0;0;18628848
0;1;16184558
0;0;16185490
1;1;18632737
0;0;16186043
1;1;16186370
0;0;16009727
0;0;17403361
0;0;17403371
0;0;17403639
0;0;18818082
0;0;17795055
0;0;18469704
0;1;18469835
0;0;18469953
0;0;17841242
0;1;16371802
0;0;18279777
0;0;16453512
0;0;16067792
0;1;16460835
0;0;16465331
0;0;16223467
1;1;16223979
0;1;16466262
0;1;16466736
0;1;16224759
0;0;16469365
0;0;16470453
0;1;16474559
0;0;16474753
0;1;16226210
0;1;16475428
0;0;16475659
0;1;16476211
0;1;16476625
0;0;16476940
0;0;18227107
0;0;18227282
0;1;18228288
1;1;18229578
0;0;18230684
0;0;18231337
0;1;18231379
0;1;18232542
0;1;18237328
0;0;18240587
1;1;18242581
0;1;16076891
0;0;16077589
0;1;16519163
0;1;18262361
0;1;18262886
0;1;18265108
0;1;18518370
0;0;18431906
0;1;18860211
0;1;17553513
0;1;17554645
0;1;18433534
1;1;18433827
0;1;18536916
0;1;17237457
0;1;17238777
0;0;18434076
0;0;17556943
1;1;17559156
0;0;17563035
0;1;18791750
0;0;18434624
1;1;18537992
0;1;18538126
0;1;18722104
0;0;18860514
0;1;18437272
0;1;18539318
0;1;17244766
0;1;18540059
0;0;18437745
0;0;18541039
0;1;18333271
1;1;17583464
0;0;17584468
0;1;18067319
0;1;18067784
0;0;18068322
0;1;17590818
1;1;17591037
0;0;18919199
0;0;18920375
0;1;18429908
0;0;17697781
0;0;18267590
0;0;18268103
0;0;18430428
0;1;16254114
0;0;17698642
0;1;18432024
0;0;18269623
0;1;18270171
0;0;17698846
0;1;16045952
0;1;16046178
1;1;17700166
0;0;17700243
0;1;16129166
0;0;16129179
0;0;17700446
1;1;17700605
0;1;16067564
0;1;16067583
0;0;16130881
1;1;16131182
0;0;16068527
1;1;16068544
0;1;16002223
0;0;16047862
1;1;16068843
0;1;16133942
0;1;18601378
0;0;18459613
0;1;18180632
0;1;18180659
0;1;18905466
0;1;18602972
0;1;18603648
1;1;18462605
0;0;18184010
0;1;16098947
0;1;18463307
0;1;18184551
0;1;18184820
0;1;18185070
0;1;16646722
1;1;16395344
0;0;16396093
0;0;16405049
0;0;16405100
1;1;16227088
0;1;16227228
0;1;16647412
0;1;16647444
0;1;16396749
0;0;16397029
0;0;16406138
0;0;16406169
0;0;16406539
0;1;16397634
0;0;16397726
0;1;16397838
0;0;16406728
0;1;16516363
0;0;17405557
1;1;17405617
0;0;17405708
0;1;17405750
0;1;17405790
0;1;16518566
0;0;16518594
0;0;16518824
0;0;16520634
1;1;17406153
1;1;16521847
0;0;16521909
0;0;16522386
0;1;16522798
0;1;17406309
0;1;16522988
0;1;16523144
0;0;16523471
1;1;16523641
0;0;16523796
0;0;16524069
1;1;16524705
0;0;16525702
0;1;16525707
0;0;16525741
0;1;17406868
0;1;17406885
0;0;17406952
0;1;16350563
0;1;16351801
0;0;16352784
0;1;16353297
0;1;17664339
0;1;18584362
1;1;18586130
0;1;17820227
0;1;17822271
0;0;17823190
0;0;17823242
0;0;18074096
0;0;18716528
0;0;16516411
0;1;18079883
0;1;17037303
1;1;16521073
0;1;16000200
0;1;16322318
0;1;16220449
0;0;16226121
0;0;16226127
0;0;16322991
0;1;16323172
0;1;16323673
0;0;16220646
0;1;16220654
0;0;16220684
0;1;16226338
0;1;16226731
0;1;16226880
0;0;16324013
0;0;16324244
0;1;16324536
0;0;16227530
0;0;16325721
0;0;16326099
0;0;16228233
0;1;16326236
0;1;16228335
1;1;16228372
0;0;16228575
0;1;16228622
0;1;18069430
0;0;17405424
0;1;17405505
1;1;17405827
0;0;17405871
1;1;17405932
0;1;18071908
0;1;18944929
0;1;18212171
0;1;18719863
0;1;18720279
0;0;16385323
0;0;16385344
0;0;16656387
0;1;17271871
0;1;16385812
1;1;16385873
1;1;16386128
1;1;16386337
0;1;17275490
0;0;17276467
1;1;16387971
0;0;17278471
0;1;16712259
0;0;16657724
0;1;16388362
0;1;16389537
0;1;16390829
1;1;16228127
0;1;16481473
0;1;16230880
0;0;16074082
0;1;16484958
0;1;16486152
0;0;16487778
0;0;16488211
0;0;16231861
0;0;16488846
0;0;18281116
1;1;16375621
0;1;18281638
0;0;18594301
0;1;17403957
0;1;17403981
0;1;17404018
0;1;18743964
0;0;18819876
0;0;18872502
0;0;17432616
1;1;17434182
0;1;17434265
0;1;16165092
0;0;16166058
0;0;17442335
0;0;16491783
0;0;16166197
0;0;16168735
0;0;17446588
0;0;17449867
0;0;18022499
0;1;16168944
0;0;16168951
0;0;16170204
0;1;16171503
0;1;16171903
0;0;18025910
0;1;16494268
0;1;16495246
1;1;16175071
0;0;16499868
0;0;16500204
0;1;16642818
0;0;16642942
0;1;16643667
1;1;16644067
0;1;16644185
0;0;16644393
0;1;16202301
1;1;18105786
0;1;18413314
0;0;18246869
0;0;18248726
0;0;16548376
0;1;16548421
0;0;18252968
0;1;16550518
0;1;16552555
0;0;16552663
0;1;16552674
0;0;16553407
0;1;16554158
0;0;18256048
1;1;18256521
0;0;16581395
0;1;18257870
0;1;16582097
1;1;16641828
0;0;16642621
0;1;16642946
0;0;16642947
0;0;16643264
1;1;16644155
0;1;16644277
0;1;16645885
0;1;16645941
0;0;16646169
0;0;16525623
1;1;16525838
0;0;16079058
0;1;18014634
0;0;18541535
0;0;17077040
0;1;17550562
0;1;18542140
0;0;18015410
0;0;17737950
0;0;18442122
0;0;17078485
0;1;17078993
0;0;17550983
0;1;17630138
0;1;17552081
0;1;18543911
0;0;18015845
0;0;18543947
0;0;18016003
0;1;18016332
0;0;17216262
0;0;17217066
0;0;17079420
0;1;18443054
0;0;17630718
0;0;18544430
0;1;16549352
0;1;18544681
0;0;17553156
1;1;17631928
0;1;18545086
0;1;17633472
0;1;17634355
0;0;16551048
0;1;16551108
0;0;16551851
0;0;17635393
1;1;17636645
0;1;17220410
0;1;17221387
0;0;17401564
0;0;17401694
0;1;17401699
0;0;16552653
0;0;16553562
0;0;17638292
0;1;17638617
0;1;16069210
0;0;16134456
0;0;16134862
0;0;16135403
0;0;16048845
0;1;16136241
0;1;16049222
0;0;16069728
0;1;16136782
0;1;16137045
0;0;16137245
0;0;16137357
0;1;16137446
0;0;16137700
1;1;16071360
0;1;18335646
0;0;18723175
0;0;14652018
0;1;15489538
0;0;17250549
0;0;17250700
0;1;17255756
0;0;17589635
0;0;15494666
1;1;15495845
0;0;17598025
0;0;16254552
0;1;16254553
0;0;16254577
0;1;18271433
0;0;18273029
0;1;18273409
0;0;17704085
0;1;17704125
1;1;16254871
0;1;16255159
0;1;18922308
0;1;16255419
1;1;18924616
1;1;18074688
0;1;17596357
0;1;17598212
0;0;18077827
0;1;17606813
0;1;18079714
0;1;17608307
0;1;18188922
0;1;18189248
0;0;18191511
0;1;18470161
0;1;18185051
0;0;18906166
0;1;18187009
0;1;18189097
0;0;18189449
0;0;16227457
0;1;16227569
0;0;16227589
0;0;16398167
0;1;16398448
0;1;16399105
0;0;16407545
0;0;16408202
0;1;16228028
1;1;16228366
0;0;16409251
0;1;16399210
0;0;16399289
0;0;16399447
0;0;16399561
0;1;16399981
0;0;16228907
0;1;16400392
0;1;16410448
0;1;16410552
0;0;16648576
0;0;16411776
0;1;17697179
0;1;17697832
0;1;17698825
0;1;17699368
0;0;17699418
0;1;17704095
0;0;18310925
0;1;18588660
0;0;17706509
0;1;17706529
0;1;17707116
0;0;17824231
0;0;17824888
0;0;17825601
0;0;17825670
0;0;17825701
0;1;17826244
0;1;17826329
0;1;17826467
0;1;17826728
0;1;16326853
0;0;16326900
0;0;16327165
0;0;16327318
0;1;16327564
0;1;16228660
0;1;16228944
0;0;16116178
0;1;16116493
0;1;16327569
0;1;16328065
0;1;16328673
0;0;16328980
0;0;16116710
0;0;16117046
0;1;16222504
0;1;16330220
0;0;16222842
0;1;16229072
0;1;16229365
0;1;16330525
0;1;16117519
0;0;16117843
0;1;16527720
0;0;16528770
0;1;17407237
0;1;16530565
0;0;16530788
0;1;17407423
0;0;17407430
0;1;17407460
0;1;16533101
0;1;16533368
1;1;17407682
0;1;16533810
1;1;16533931
0;0;16534618
0;1;16535771
0;1;16535795
0;1;17408161
0;0;17420153
0;0;16536193
0;0;16536380
0;0;16536642
1;1;16537240
0;0;17420827
0;0;17420989
0;0;16538641
0;0;16538763
0;0;16538784
0;1;16539610
0;1;17426250
0;1;17426252
0;1;16540285
0;1;16235602
0;1;16491261
0;1;16237698
0;1;16493857
0;0;16496169
0;1;16499029
0;1;18074751
1;1;18214174
0;0;17406045
0;0;17406167
0;0;18217188
0;0;18076241
0;0;18078062
0;1;17406436
0;1;16522854
1;1;16522965
0;1;16525303
0;0;18787839
0;1;18858109
0;1;18199116
0;0;18200953
0;1;18594746
0;0;18285345
0;1;18479999
0;0;18488992
0;1;16032857
0;0;16376474
0;0;16376590
0;1;18490704
0;1;16377364
0;0;16377568
0;1;16377903
0;1;16377974
0;0;18490822
0;1;17459956
1;1;16176842
0;1;16177597
1;1;16178001
0;0;16502196
0;1;16503159
0;1;16503558
0;1;16179190
0;1;16179815
0;1;18035710
0;1;16510648
0;1;16510780
0;1;16512251
0;0;16181120
0;0;16181511
0;0;16182181
0;0;16182627
0;0;16514240
0;0;16515119
0;1;16515701
1;1;18040717
0;0;18042141
0;1;16183306
0;0;16519961
1;1;16519999
0;1;16520078
1;1;18042702
0;1;18264034
0;1;18264126
1;1;18267253
0;0;18267871
0;1;18268837
0;1;18272079
0;1;18274191
0;0;17283282
1;1;17284682
0;0;17285210
0;0;16713885
0;1;16715002
0;0;16715748
0;0;17288560
0;1;17290946
0;0;16658960
0;0;16659107
0;0;16391277
0;1;16392225
0;0;16718017
1;1;17296168
0;1;16393345
0;1;16659650
0;0;17297041
0;1;17298257
0;0;16660080
0;1;16395880
0;1;16202885
0;1;18636374
0;1;16644663
0;1;16203135
0;0;16203242
0;1;16645247
0;1;16645684
0;1;16203632
0;1;16646076
1;1;16204344
0;0;18107440
0;1;16646828
0;1;16647432
0;0;16647612
0;0;16647923
0;1;16648060
0;1;16650105
0;1;16651134
0;1;16651159
0;0;16651340
0;1;16651359
0;1;18396742
0;0;17408063
0;1;17422968
0;1;18820825
0;0;17423891
0;0;17426560
0;0;16540793
0;0;16542270
0;1;16544991
0;1;16547988
0;1;16548537
0;1;16548852
0;1;16550438
0;0;16552630
0;1;16554329
0;1;16554847
0;0;18532433
0;1;16582927
0;1;16642118
0;0;16642641
0;1;18532850
0;1;16138910
1;1;16003674
0;1;16071547
0;1;16072091
0;0;16004157
0;0;18546578
0;1;16142421
1;1;16054604
0;0;16143666
1;1;16143815
0;1;16055567
0;0;16074691
1;1;18548592
0;1;16075047
0;0;18448134
0;1;16075359
0;0;16144079
0;0;18448684
0;0;18448878
0;1;18566674
0;0;18550697
0;1;18550732
0;1;18738824
0;0;18917832
0;0;18963929
0;1;18963941
0;1;18918026
0;0;18964088
0;0;18964175
0;1;18740328
0;0;18472984
0;0;18474155
0;1;18199980
0;1;16117649
0;1;16118031
0;1;16118074
0;1;18201527
0;1;18202701
0;0;18018719
0;0;16118973
0;1;17083187
0;0;17085196
1;1;17777378
0;1;17778547
0;1;16554221
0;1;16554706
0;0;16554751
0;0;17642733
1;1;17402137
1;1;17402183
0;1;17402190
0;0;16555314
1;1;16582654
0;0;17231991
0;1;17402272
0;1;17402364
0;1;17232860
0;1;17643135
1;1;16641710
0;1;17236970
0;0;17237813
0;0;17644491
0;1;17402507
0;1;17262039
0;1;18795565
0;1;18724639
0;0;18724681
1;1;17612285
0;1;16255680
0;1;16255845
0;0;18096880
0;0;18278526
0;1;16009180
0;1;18439198
0;1;18439532
0;1;18278709
0;1;18098865
0;0;18099516
0;1;18925270
0;1;18926191
0;0;18606907
0;1;18194453
1;1;18860450
0;1;18907365
0;1;17610827
0;1;18082485
0;0;18083921
1;1;17614455
0;1;17615130
0;1;17619302
0;1;17619574
0;0;17619608
0;0;18088890
0;1;16412182
0;1;16402452
1;1;16412943
0;0;16413087
0;1;16413986
0;0;16648769
0;1;16648973
0;1;16229507
1;1;16414455
0;1;16414903
0;0;16416086
1;1;16402910
1;1;16403745
1;1;16649114
0;1;16229645
1;1;16229732
0;0;16416238
0;1;16404060
0;1;16404093
0;1;16404515
0;1;16230006
0;1;16417321
0;1;16418202
1;1;16418250
1;1;16404718
0;0;16404986
0;1;16418988
0;1;18316062
0;1;17710689
0;0;17713687
0;1;17827231
0;1;16359481
0;0;16359983
0;0;17827497
0;0;17828097
0;0;17834188
0;1;18594117
0;1;18320308
0;0;18595410
0;0;16230196
0;0;16331361
0;1;16331995
0;1;16332011
0;1;16118472
0;0;16230443
0;0;16223232
0;1;16223487
0;1;16223638
0;1;16223660
1;1;16223670
0;0;16223737
0;1;16332511
0;1;16230900
1;1;16230981
0;1;16119787
0;1;16120319
0;1;16120371
1;1;16334142
1;1;16334155
0;0;16223841
1;1;16121135
0;1;16121166
0;1;16121614
0;0;16122041
0;1;16334963
0;1;16501062
0;0;16503606
0;0;16508636
0;0;16514913
0;0;16079329
0;1;16541516
0;1;16541824
1;1;17428251
0;1;17429212
0;1;17430354
0;1;16542454
0;1;16542605
0;1;17432125
0;0;17432956
0;0;16544280
0;1;16545708
0;0;16546222
0;1;17433412
0;1;17433503
0;0;17433952
0;1;17435492
0;0;18186694
0;0;16546818
0;0;16547575
0;1;16547691
0;0;16548342
0;0;16548505
0;0;18084597
0;1;17439073
0;1;16549841
0;1;16550073
0;1;16550319
0;1;18790026
0;1;17439984
0;1;16528541
0;1;17440976
0;1;16529575
0;1;18718256
1;1;16531276
0;1;18078580
0;1;18078667
0;0;17824371
1;1;18079525
0;0;17406833
0;0;16217456
0;1;18219409
0;0;18220183
0;1;17406955
0;1;17406967
0;1;17407042
0;0;17407083
0;0;18044927
0;1;16523561
0;1;16526251
0;1;18046434
0;1;18047359
0;1;18048821
0;0;16526729
0;0;16529313
0;1;16184862
0;0;16184995
0;1;16185363
0;0;16185392
1;1;16186283
0;0;18051721
0;1;16202159
0;0;18055445
1;1;17502816
1;1;17503243
0;1;18492537
0;0;16378352
0;0;16378737
0;0;18597719
0;1;18493664
0;0;18493693
0;0;16379084
0;1;16379195
0;0;16379481
0;1;18289635
0;1;16646083
0;0;16646128
0;0;16204660
0;1;16204805
0;1;16205316
0;0;16205566
0;0;18110368
0;1;18110511
0;0;18110519
0;1;18110803
0;1;16205857
0;0;17431191
0;1;18208580
0;0;16720817
0;0;16720885
0;1;17822292
0;1;17299390
0;1;17301039
0;0;16395884
0;1;18282231
0;1;16396259
0;0;16000099
0;0;18283293
0;0;18284396
0;0;18284886
0;0;16722310
1;1;18285503
0;0;17301893
0;1;17302019
0;0;17302743
0;0;16727035
0;0;16727757
0;1;16660622
0;0;16651979
0;0;18287685
0;1;18287831
0;1;17824189
0;1;16652353
0;1;16652369
0;0;17824476
1;1;18288635
0;1;16652513
1;1;16652521
0;1;16652604
0;1;16652630
0;1;18288922
0;1;16398202
0;1;16398332
0;0;16399125
0;0;16661704
0;1;18289990
0;1;16661933
0;0;16661955
0;0;17825367
0;1;17825735
0;0;18290996
1;1;16653201
0;1;17826282
0;1;16653373
0;0;18291288
0;0;18292517
0;1;16654165
0;1;18294170
0;1;16654621
0;1;16654794
1;1;16655236
0;0;16655241
0;1;16655407
0;0;16655532
0;0;16656016
0;1;16656024
0;0;18537068
0;1;18286167
0;1;18537309
0;1;16030239
0;0;18541060
0;1;16144513
0;1;16145547
1;1;16145826
0;1;16146259
1;1;16147169
0;0;16148020
0;1;16057590
0;1;16148659
0;1;16148854
0;0;16149339
0;1;18557122
0;1;18557189
0;0;18874674
0;0;18555813
0;1;18556522
0;1;18556644
0;0;18457648
0;1;17269683
0;0;17272338
0;1;18797386
0;0;18862366
0;1;17625556
0;0;18725058
0;0;17287993
1;1;15536790
0;1;17631325
0;1;18345334
0;0;17560164
0;0;17088598
1;1;17088793
1;1;17088849
0;1;18021184
0;1;18021446
0;1;17089169
0;1;17089527
0;0;17089676
0;0;18022217
0;0;18022473
0;0;17561309
0;1;17562156
0;1;17089980
1;1;17090653
0;0;17091391
0;1;17091473
0;1;17091766
0;0;18203914
0;1;18204466
0;1;18206436
0;1;18296600
0;0;18208160
0;0;18927544
0;1;18927613
0;1;18927780
0;1;17860678
0;1;18197564
0;1;18609118
0;1;18609617
0;1;18200546
0;0;16419727
0;1;16649698
1;1;16649820
0;0;16230946
1;1;16405377
0;1;16405880
0;1;16406016
1;1;16406752
0;0;16406786
0;1;16420765
0;1;16420893
0;1;16421258
0;0;17705703
0;1;17706478
0;1;16407386
0;1;16407452
0;1;16231497
0;0;16422477
0;1;16407864
0;1;16408408
0;0;16408783
